structure,value
Nc1ccc(cc1)S(=O)(=O)Nc1scc(n1)C,-2.129
Clc1ccc(c(c1)C)C1(OC1Cl)C(=O)N,-3.059
FCCN(P1(=O)NCCCO1)CCCl,-1.549
OCCN1CC2CCC(C1)N2C(=O)CC,-1.496
OCCN1CCSC1=Nc1ncc(s1)[N+](=O)[O-],-1.676
CCCc1nc(NC(C)C)nc(n1)NC(C)C,-4.451
c1ccc(cc1)CC1=NCCN1,-2.633
CCOc1ccc(cc1C)/C=C/C(=O)NO,-2.821
ClCCN(c1ccc(cc1)O)CCCl,-3.324
CCOc1ccc2c(c1)c(N)c1c(n2)cc(cc1)[N+](=O)[O-],-5.149
O=C(Nc1c(I)cc(c(c1I)C(=O)O)I)CCCCC(=O)Nc1c(I)cc(c(c1I)C(=O)O)I,-3.394
Clc1ccc(cc1)C(=C(Cl)Cl)c1ccccc1Cl,-6.36
CCC(C1(CC=C)C(=O)NC(=O)NC1=O)C,-2.092
CN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,-1.55
O=C1N(OCC1(C)C)Cc1ccccc1Cl,-2.34
CC1CCN(CC1)C(CCOC(=O)c1ccccc1)C,-3.798
CN1CC2CCC(C1)N2C(=O)/C=C/c1ccccc1,-2.613
Brc1ccc2c(c1)oc(n2)N,-2.726
CCCC(COC(=O)N(C)C)(CO)C,-2.165
ClCCN(c1ccc(cc1)OC(=O)c1cccc(c1)Cl)CCCl,-6.492
COC(=O)NC1CCCc2c(C1)c(O)c(c(c2)OC)OC,-2.926
Cc1ccccc1OCC1CO1,-2.245
OC(=O)CNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],-1.496
OC(=O)C(c1ccccc1)(C1CCCCC1)O,-2.601
CN1OCc2c(C1)cccc2,-1.933
CC1CCCCN1CCCOC(=O)c1ccc(cc1)C1CCCCC1,-6.343
BrCCN(c1ccc(cc1)OC(=O)c1c(C)cccc1C)CCBr,-7.629
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,-3.085
O=C1NC(=O)C2(O1)c1ccccc1CCc1c2cccc1,-5.417
CN(C(Cc1ccccc1)C)Cc1ccco1,-2.864
Clc1cc(Cl)c(c(c1)Cl)Cl,-4.63
Oc1ccc(cc1)C(=O)O,-1.41
Nc1scc(n1)c1ccccc1,-2.698
CC(C#C)NCc1ccccc1,-1.203
Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C,-3.96
Clc1ccc2c(c1)[nH]c(=O)o2,-2.83
OC(Cn1cnc2c1c(=O)n(C)c(=O)n2C)CN1CCN(CC1)C(=O)c1ccccc1,-1.726
CCCC(COC(=O)NC)(COC(=O)NC)C,-2.632
N#CC(=NNc1ccc(cc1[N+](=O)[O-])C)C#N,-3.398
O=c1[nH]c2ccccc2c(=O)[nH]1,-3.099
CN1C(C)(C)CCC(C1(C)C)OC(=O)C(c1ccccc1)(c1ccccc1)O,-4.388
CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,-4.538
COC(=O)c1cc(cc(c1)[N+](=O)[O-])C(=O)OC,-2.6
NC(=O)c1ccccc1I,-1.797
S=C=Nc1ccc(cc1)N=C=S,-5.375
N#Cc1ccccc1OCC(CNC(C)(C)C)O,-1.635
CC(=C)[C@H]1CC=C(C(=O)C1)C,-2.06
Oc1ccc(c(c1)C(=O)N)O,-1.683
CCC1C2CCC(C2)CN1C,-1.608
O=c1[nH]c2c(n1c1ccccc1)cccc2,-2.425
OC[C@H]1O[C@@H](OCCc2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1OC(=O)/C=C/c1ccc(c(c1)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O,-3.877
C=CCc1cccc(c1OCC(CO)O)Cl,-3.445
CCCOC(=O)CCC,-1.92
Nc1cccc2c1cc1ccccc1n2,-4.22
CCCC[C@H]1C(=O)O[C@H](C)[C@@H](C(=O)O[C@H]([C@H]1OC(=O)CC(C)C)C)NC(=O)c1cccc(c1O)NC=O,-5.44
O=C(c1ccc(cc1)[N+](=O)[O-])Nc1ccncc1,-2.978
[O-][N+](=O)c1cccc2c1cccc2,-3.54
C1CNC(C1)c1c[nH]c2c1cccc2,-1.292
OC(=O)C(c1cccc(c1)C(=O)c1ccccc1)C,-3.698
CCCNC(=O)OCC(COC(=O)N)(CC)C,-2.653
IC(I)I,-3.595
CO[C@@H]1[C@@H](OC(=O)N)[C@@H](O)[C@H](OC1(C)C)Oc1ccc2c(c1C)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CCC(C)C)O,-5.713
Brc1cc(Br)c2c(c1O)nccc2,-4.194
OCc1c(CSSCc2cnc(c(c2CO)O)C)cnc(c1O)C,-3.802
OC(=O)Cc1c(Cl)ccc(c1Cl)Cl,-3.08
Oc1ccc(cc1)Br,-1.09
O=C(N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)COC(=O)C)CCC[C@H](C(=O)O)N,-1.513
CCOC(=O)c1c(OC)cc(cc1OC)Cc1cnc(nc1N)N,-2.691
CC(Nc1c(C)n(C)c(=O)n(c1=O)c1ccccc1)C,-2.051
C1CCC=CCC1,-3.18
ClCCN(c1ccc(cc1)C[C@@H](C(=O)O)N)CCCl,-3.825
CCN(C(CC(C)C)COC(=O)c1ccc(cc1)N)CC,-3.573
NC1=NCC(O1)CSc1ccccc1,-2.163
Nc1ccc2c(c1)nc1c(c2)ccc(c1)Cl,-4.58
OC(=O)Cc1ccc(cc1)NC(=O)C,-1.789
OC[C@H]1O[C@H](C[C@@H]1O)n1cc(I)c(=O)[nH]c1=O,-2.248
CC(CN(CC(=O)N/N=C\c1ccc(o1)[N+](=O)[O-])CC(C)C)C,-4.069
COc1ccc(c(c1)N)OC,-1.344
COc1ccc(cc1)C(=O)OC,-2.41
O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-4.43
Oc1ccc(cc1)/C=C/C(=O)c1ccc(cc1O)O,-3.047
C#CCN1C(=O)Cc2c(S1(=O)=O)cccc2,-1.496
Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC#Cc1ccccc1,-4.814
C#CCN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1,-4.138
Nc1cnn(c(=O)c1Br)c1ccccc1,-3.12
CCC(C1CCCC(C1)C)CNC(CSS(=O)(=O)O)C,-3.665
CCCCCCCC(C(=O)OCC)CCCCCCC,-7.822
OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F,-3.64
C1CCc2c(N(C1)CC1=NCCN1)cccc2,-3.477
CN(CCC(c1ccccc1)(C(=O)N)CCN(C)C)C,-1.917
OC(=O)CCC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,-2.136
N[C@H](c1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)Cl,-1.566
OS(=O)(=O)SCCNCCCCCc1ccccc1,-2.265
CCN1CCCC(C1)OC(=O)C(c1ccccc1)(c1ccccc1)O,-3.397
Brc1cc(Br)cc2c1oc(=O)[nH]2,-3.664
CC[C@H]([C@@H](c1ccc(cc1)O)CC)c1ccc(cc1)O,-4.43
Cc1ccc(cc1)N(C(=O)c1ccccc1N(C(=O)CN1CCCCC1)C)C,-5.455
COc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)c1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)O)O)O,-7.788
ONC(=O)Cc1ccc(c(c1)Cl)OCCC(C)C,-3.777
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2,-4.664
N#CCNc1ccccc1C(=O)N,-1.171
COc1ccc(cc1)CN(c1ncccn1)CCN(C)C,-2.127
Oc1ccc(cc1)/C=C/C(=O)c1ccccc1O,-3.339
CCCCCCCCCCCC(=O)N(CCO)CCO,-3.104
Nc1cc2c(c3c1cccc3)ccc1c2cccc1,-6.2
CCC1NC(=O)c2c(N1)cc(c(c2)S(=O)(=O)N)Cl,-3.286
CCCC(c1ccccc1)(c1ccccc1)C(=O)OCCN(CC)CC,-5.748
CCOC(=O)c1c(C)ccc(c1OCCN(C)C)C(C)C,-3.834
Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)n1c(=O)[nH]c2c1cccc2,-4.955
O=C1CC[C@]2(C(=C1)C[C@@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)O)C)C)C,-5.07
Cc1ccc(cc1)C1SCCS1,-3.937
CN1[C@@H]2CC[C@H]1CC(C2)Oc1ccccc1,-2.296
OC(=O)COc1ccc(cc1)[N+](=O)[O-],-1.898
O=C1CN2CC(OC2(c2c(N1)ccc(c2)Cl)c1ccccc1)C,-4.745
ClCCN(C(=O)NC(C(=O)O)C1CCCCC1)N=O,-3.937
OC(=O)C1CCc2c1cc(O)c(c2)C1CCCCC1,-4.067
CCN1CCN(C(=O)C1=O)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C)c1ccccc1,-3.399
Cc1cccc(c1O)C,-1.31
CCOC(=O)c1cnc2n(c1=O)C(C)CCC2,-1.454
Clc1ccc(c(c1)c1cccc(c1)Cl)Cl,-6.01
CCCN1C(=O)Cc2c(S1(=O)=O)cccc2,-2.183
O=C1NCCN1/N=C/c1ccc(o1)[N+](=O)[O-],-3.357
OC/C=C(/CCC=C(C)C)\C,-2.46
O=C(NS(=O)(=O)c1ccc(cc1)C)NN1CCCCCC1,-3.68
Cn1cc(c2cccc(c2)C(F)(F)F)c(=O)c(c1)c1ccccc1,-4.44
O=C(c1cc(Cl)nc(c1)Cl)N1CCOCC1,-1.482
CCN(CCCn1c(=O)c2ccccc2[nH]c2c1cccc2)CC,-5.684
ClCCN(Cc1ccccc1)CCCl,-2.65
COc1ccccc1OCC(COC(=O)N)O,-1.525
CCCCCc1cc(O)c2c(c1)OC(c1c2cc(C)cc1)(C)C,-6.742
CC(=O)c1ccc(c(c1O)O)O,-2.022
OC(=O)[C@H](Oc1ccc(cc1C)Cl)C,-2.55
BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)C(F)(F)F)CCBr,-7.808
ClCCN(c1ccc(cc1)OC(=O)c1cccc(c1)Br)CCCl,-7.026
CCOC(=O)c1cnc2n(c1=O)c(C)ccc2,-1.715
CNCCCC1c2ccccc2C=Cc2c1cccc2,-5.404
O=c1ccc2c(o1)cccc2,-1.89
Brc1cccc(n1)OCCCCCNCCSS(=O)(=O)O,-2.697
CCCC(COC(=O)N)(COC(=O)N1CCOCC1)C,-2.56
C/C=C/C(=O)N(c1ccccc1C)CC,-2.568
CC(=O)/N=c/1\sc(nn1C)S(=O)(=O)N,-1.829
OC(C1CC2CC1C=C2)(c1ccccc1)CCN1CCCCC1,-4.093
C1Cc2c(C1)cccc2,-3.04
NC(=O)NCCc1c(C)cccc1C,-2.486
CCC1(C(=O)NC(=O)NC1=O)C1=CC[C@H]2C[C@@H]1CC2,-2.7
CCCC(C1(CC)C(=O)NC(=O)NC1=O)C,-2.523
Cc1cc(C)cc(c1)O,-1.4
CN(c1c(=O)n(Cc2ccccc2)c(=O)n(c1C)C)C,-2.75
CCNC(=S)NCC,-1.46
Clc1cc(Cl)cc(c1)Cl,-4.48
OC(COc1cccc2c1cc[nH]2)CNC(C)C,-3.79
CC(C1Nc2cc(Cl)c(cc2S(=O)(=O)N1)S(=O)(=O)N)c1ccccc1,-4.822
S=C=Nc1ccc(cc1)C,-4.721
Cn1c(=O)n(c2ccccc2)c(c(c1=O)N1CCCC1)C,-2.809
CC(CC1NC(=S)N(C1=O)C)C,-1.926
CCC1(CC(C)C)C(=O)NC(=O)NC1=O,-5.142
CCCCC(COC(=O)N)(COC(=O)NCC)CC,-3.696
OCC(COc1ccccc1OC)(O)C,-1.157
Clc1ccccc1c1ccccc1,-4.54
OC[C@H]1O[C@H](C[C@@H]1O)n1cc(Br)c(=O)[nH]c1=O,-2.502
CCC(C(=O)O)Cc1c(I)cc(c(c1I)O)I,-6.549
CC1=NN(C(=O)/C/1=C/Nc1ccccc1)c1ccccc1,-4.371
CN(CCN(c1ccccn1)Cc1cccs1)C,-2.64
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1c(S2)cccc1,-5.971
CN1C2CCC(C2)C(C1C)(C)C,-2.036
BrC(Br)(Br)Br,-3.14
OC(=O)CCC(=O)OC(c1oc2c(c1C)cc(cc2)C1=CC(=O)OC1)C,-3.361
CCCN1CCc2c(C1)cccc2NC(=O)c1ccc(c(c1)OC)OC,-4.115
CN1CCC(CC1)(C(=O)C)c1cccc(c1)O,-1.172
CCC(=O)N1C2CCC1CN(C2)CCC(=O)c1ccccc1,-2.796
NC(=O)c1ccc(cc1)Cl,-1.66
CCCCCCCOCCCCCCC,-5.855
CC1CCN(CC1)CC(COC(=O)c1ccccc1)(C)C,-4.288
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,-4.217
CCN(C(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)CC,-5.188
S=C(N1CCCCC1)SSC(=S)N1CCCCC1,-4.598
N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@H](c1ccc(cc1)OC(F)F)C(C)C,-6.88
O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3C[C@H]3[C@@H]2[C@H](C)[C@@H]2N3C[C@H](CC2)C)C)C1)C,-8.482
COc1cc(OC)ccc1/C=C/C(=O)O,-2.232
OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@]3(O4)CC[C@H](CN3)C)C)C2)C)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,-5.963
CN(c1ccc(cc1)/C=N/NC(=S)N)C,-2.668
COc1ccc(cc1)/C=C/c1cc(OC)cc(=O)o1,-2.915
CCCCNC(=O)c1cc(Br)cc(c1O)C,-4.303
Nc1ccc(cc1)C(=O)Nc1ncc[nH]1,-1.025
CCc1cnc(n1CCOC(=O)CCC(=O)O)[N+](=O)[O-],-2.335
Clc1ccc2c(c1)C(=NCC(=O)N2C)C1=CCCCC1,-4.039
CCn1nc(C(=O)O)c(=O)c2c1cc1OCOc1c2,-3.179
C=CCOc1c(cccc1C(=O)N)c1ccccc1,-3.519
N#CSc1ccc(cc1)C(=O)O,-2.457
CC[C@H]1[C@@H]2C[C@@H]3N([C@@H]1O)[C@@H]1[C@H]2[C@@H](O)[C@]2([C@H]3N(C)c3c2cccc3)C1,-2.824
OCn1c2cc(Cl)ccc2oc1=O,-1.401
Cc1cc(C)cc(c1)C,-3.4
O=P(N1CCOCC1)(Oc1ccccc1)Oc1ccccc1,-2.142
CCN(CCOC(=O)COc1c(ccc(c1C(=O)OC)C)C(C)C)CC,-4.387
CC(c1ccc(cc1)C(=O)O)C,-3.036
CCNc1nc(SC)nc(n1)NC(C)(C)C,-4.0
CC1NC2CCC(C1(C)C)C2,-1.752
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1ncccn1,-4.257
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1,-4.677
OC(=O)c1ccc2c(c1)OCO2,-2.666
COC(=O)Nc1cccc(c1)OC(=O)Nc1cccc(c1)C,-4.8
CCN(CCCC(Nc1c2cc(OC)ccc2nc2c1ccc(c2)Cl)C)CC,-7.131
ClC1=C(Cl)C(=C([C@]1(Cl)[C@]1(Cl)C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,-7.28
O=C(COc1ccccc1)OCCCN1CCCCC1C,-3.375
CNC1(C)C2CCC(C1C)C2,-1.752
Oc1ccc(cc1)Cc1ccccc1,-3.401
CC(Cc1ccccc1)NNC(C)C,-2.966
CCOP(=O)(N1CCCC1=O)Cc1ccc(cc1)c1nc2c(s1)cccc2,-4.681
NC(=O)c1cn(C)c2=CCCC(n2c1=O)C,-2.227
CCCC(C(CC)CC)(CO)CO,-3.168
Clc1ccc2c(c1)/C(=C/CCN1CCCCC1)/c1c(S2)cccc1,-8.133
O=S1(=O)c2ccccc2Oc2c1cccc2,-4.481
OCCOCCN1CCN(CC1)C(c1ccccc1)c1ccccc1,-2.141
COc1ccc(cc1)NC(=O)CC(=O)C,-1.643
C#CCNC(=O)OCC(C(CC)C)(COC(=O)N)C,-2.945
CC1CCCCN1CCCOC(=O)c1ccco1,-2.517
CC(Cc1ccccc1)(C)C,-4.15
O=C(c1ccc(cc1)[N+](=O)[O-])C=NN1CCCC1,-2.621
COc1cc2c(cc1OC)N1[C@H]3[C@]42CCN2[C@H]4C[C@@H]4[C@@H]3[C@H](CC1=O)OCC=C4C2,-2.09
NC1=NCC(O1)CN1CCN(CC1)c1ccccc1,-1.825
ClCCN(C(=O)NC1CCCCC1)N=O,-3.322
CCOC(=O)N1CCN(C(C1)C)C(=O)OCC,-2.414
CCCC,-2.57
N/C(=N\C[C@H]1CC2CC1CC2)/COS(=S)(=O)O,-2.696
CC(C(c1cccc2c1cccc2)(C(=O)N)CCN1CCCCC1)C,-5.562
CN1C2CCC1CN(C2)CCOC(=O)C1(CCCC1)c1ccccc1,-3.957
ClC[C@H](CBr)Br,-2.38
CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccc(cc1)[N+](=O)[O-],-3.857
COc1ccc(cc1)CCN1CCC(CC1)Nc1nc2c(n1Cc1ccc(cc1)F)cccc2,-7.224
CN1CCN(CC1)CC(=O)n1c2ccccc2c(=O)[nH]c2c1nccc2,-4.311
CN1CCCCC1C(=O)Nc1c(C)cccc1C,-1.546
C#CC(NC(=O)/C=C/c1cc(OC)c(c(c1)OC)OC)(C)C,-3.018
CCCC(c1nc2c(s1)nc(s2)C(CCC)(C)C)(C)C,-7.402
C#CC(c1ccc(cc1)F)(c1ccc(cc1)F)OC(=O)NC1CCCCCC1,-7.659
CCOc1ccc(cc1)NC(=O)N,-2.17
CCCC(C1(CC)C(=O)NC(=O)N(C1=O)C)C,-3.046
CCC1(c2ccccc2)C(=O)N(C)C(=O)N(C1=O)C,-2.595
CCCCOc1ccc(cc1Cl)CC(=O)O,-3.673
O=C(NS(=O)(=O)c1ccc(cc1)Cl)NC1CCCCC1,-4.397
Cc1ccc2c(c1)c(N)c1c(n2)cccc1,-4.349
Clc1cc(Cl)c(c(c1)Cl)c1ccccc1,-6.14
CO[C@H]1[C@H](O)[C@H](O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]2[C@@H]3CC[C@]3([C@]2(O)CC[C@@H]3C2=CC(=O)OC2)C)C=O)O[C@H]([C@@H]1O)C,-3.137
COc1cc(OC)cc(c1)C#N,-2.109
CCn1c(C)c(N(C)C)c(=O)n(c1=O)c1ccccc1,-1.874
CCCCN1CCN(CC1)C(=O)OCC,-1.391
Cc1ccccc1OCCNc1ccccc1C(=O)N,-3.683
CNC(=O)c1ccc(c(c1)S(=O)(=O)NC)Cl,-1.707
CCCCC(COC(=O)N)(COC(=O)NC(C)C)C,-3.634
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN([C@@H]1N2C)C,-1.55
CCN1CCc2c(C1CCc1ccc(cc1)Cl)cc(c(c2)OC)OC,-5.389
OC(=O)Cc1ccc(cc1)N,-1.233
CN(CCn1c2ccc(cc2[nH]c2c(c1=O)cccc2)Cl)C,-5.798
OS(=O)(=O)SCCNCCCOc1nccc2c1cccc2,-1.827
Cc1onc(c1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,-4.632
OC(CN1CCN(CC1)c1ccccc1Cl)COc1ccccc1C(=O)C,-3.388
Cc1cccc2c1n1cnnc1s2,-2.07
CC1CCCCN1CCCCCOC(=O)c1ccccc1,-4.382
CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC,-3.465
OC(COc1cccc2c1C[C@H](O)[C@@H](C2)O)CNC(C)(C)C,-1.01
CCCCCCCCC(C(=O)O)CCCCCC,-6.075
Cc1c[nH]c(=O)[nH]c1=O,-1.52
CN(CCC(c1ccccc1)(C(=O)N)C)C,-1.759
Brc1cc2c(s1)n1c(CN=C2c2ccccc2Cl)nnc1C,-5.563
O[C@H]1C=C[C@H]2[C@@H]1[C@]1(Cl)C(=C([C@]2(C1(Cl)Cl)Cl)Cl)Cl,-5.46
CCC(=O)OC(c1ccccc1)(C(CN(C)C)C)Cc1ccccc1,-4.236
Cc1cc(O)c2c(n1)cccc2,-1.2
CCCCC[C@@H](/C=C/[C@H]1[C@H](O)C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O,-5.139
CCCCCCOC(=O)Oc1ccccc1C(=O)O,-3.817
O=C1C=C[C@]2([C@H](N1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C,-4.504
Cc1ccccc1Br,-2.23
CC(C12CCC(OO1)(C=C2)C)C,-3.267
ClCC(Cl)Cl,-1.48
CCC(=O)C(c1ccccc1)(c1ccccc1)CC(N(C)C)C,-3.805
CCNC(=O)c1ccccc1O,-1.528
CCOC(=O)C(C(=O)C)/N=N/c1ccccc1,-2.866
ClC(C(F)(F)F)Cl,-1.862
CN(C1CN(C(=O)C1)c1ccccc1)CCc1ccccc1,-3.408
C#CCOc1ccc(cc1Cl)CC(=O)NO,-2.563
CCCCC,-3.18
O=c1cc[nH]c(=O)[nH]1,-1.48
ClC(=CCC1=C(O)c2c(C(=O)C1=O)cccc2)Cl,-3.912
CCO[P@@](=S)(Oc1ccccc1C(=O)OC(C)C)NC(C)C,-4.19
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH]cnc2=O,-1.23
CN1C(=O)C(c2ccccc2)C(=O)N(C1=O)C,-1.585
ClCCN(C(=O)NC1CCC(=O)NC1=O)N=O,-1.432
CCCN(C(=O)N)CCC,-1.181
[O-][N+](=O)c1ccc(o1)c1n[nH]c(=O)[nH]c1=O,-2.782
c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3,-8.19
O=C1CN=C(c2c(N1)ccc(c2)Cl)c1ccccc1,-3.677
CCC(=O)Oc1ccc(cc1)OCC(CN1CCN(CC1)c1ccccc1)O,-3.155
CC(=O)Nc1ccccc1[N+](=O)[O-],-1.91
CCOC(=O)C1=CNC2N(C1=O)C(C)CCC2,-2.228
COc1cc2c(cc1OC)CCN(C2CCc1ccc(cc1)Cl)C,-5.012
CCOC1O[C@@H]([C@@H]([C@H]1O)OCc1ccccc1)[C@H](OCc1ccccc1)COCc1ccccc1,-6.399
OC[C@H]([C@@H](c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,-2.11
NC(=O)c1cnc2n(c1=O)C(C)CCC2,-2.057
CN[C@H]([C@@H](c1ccccc1)OC(=O)C)C,-1.337
Cc1cc(O)c(cc1C)C,-2.31
COc1ccc2c3c1O[C@@H]1[C@@]43CC[N@@+]([C@H](C2)[C@@H]4C=C[C@@H]1O)([O-])C,-2.899
Nc1ccc2c(c1)N(C)C(=O)c1c(O2)ccc(c1)C,-3.93
CNC(=O)c1cc(Br)cc(c1OC)c1ccccc1,-4.899
OC(=O)c1cc(C)cc(c1)C,-3.075
C[C@H]1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N,-3.78
CN1CCN(CC1)CCCOC(=O)N1c2ccccc2Sc2c1nccc2,-5.458
CC1Cc2c(N1)cccc2,-2.288
O=c1[nH]c2c(n1CCCN1CCN(CC1)C(c1ccccc1)c1ccccc1)cccc2,-5.81
CCCCOCC(OC(=O)C)COCCCC,-3.302
[O-][N+](=O)c1ccc(s1)c1scc(n1)C(=O)O,-3.404
CC(=O)O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CCC2=O)C)C1)C,-4.46
CCOC(=O)C(c1ccccc1)(C(=O)NCCN(CC)CC)CC,-3.854
Cn1cnc2c1c(=O)[nH]c(=O)n2C,-2.52
COc1ccc(cc1)[C@@H]1Sc2ccccc2N(C(=O)[C@@H]1OC(=O)C)CCN(C)C,-2.95
CC(NC(C(c1cc(I)c(c(c1)I)O)O)C)CCc1ccccc1,-6.378
Cn1c(C)c(N2CCCC2)c(=O)n(c1=O)c1ccccc1,-3.211
CCc1sc2=NC(=O)CNC(=c2c1)c1ccccc1F,-3.091
CCCC(COC(=O)NCC(=C)C)(CO)C,-3.196
OCC/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/SSCC1CCCO1,-2.874
C1CN=C(N1)C1CCCc2c1cccc2,-3.809
COc1cc2c(cc1OC)CCN(C2CCc1cccc(c1Cl)Cl)C,-5.67
CN1CCC(CC1)OC(=O)Nc1c(C)cccc1C,-3.415
COc1cc2CCN([C@H]3c2c(c1OC)c1ccccc1C3)C,-4.35
CCCCCCC(C(=O)O)N,-1.547
CC(Sc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)(Sc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)C,-11.361
OC(=O)CC[Ge](=O)O[Ge](=O)CCC(=O)O,-1.493
Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,-1.8
O=c1oc2ccccc2c(c1Cc1c(=O)oc2c(c1O)cccc2)O,-3.42
O=C(c1ccccc1I)Nc1ccccc1,-4.21
CN1C(=O)CCS(=O)(=O)C1c1ccc(cc1)Cl,-2.039
Cc1ccc(cc1)S(=O)(=O)N1CC=Cc2c1cccc2,-5.072
CCCCN(CCOCCCOC(=O)c1ccc(cc1)N)CCCC,-4.307
CC(C(COC(=O)NC(=O)C)(COC(=O)NC(=O)C)C)C,-2.083
O=Cc1c(COP(=O)(O)O)cnc(c1O)C,-1.316
ClC(=C)Cl,-1.64
OC(=O)C(c1ccc2c(c1)nc(o2)c1cccc(c1)Cl)C,-4.404
c1ccc2c(c1)Oc1c(O2)cccc1,-5.31
COCC(=O)N1CC=Cc2c1cccc2,-1.844
C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,-6.377
CCCCOC(=O)c1ccco1,-2.498
C=Cc1ccccc1,-2.82
OC(C(Cl)Cl)NC(=O)Cc1ccc(cc1)F,-1.653
O/N=C\1/CCCc2c(C1)c(OC)c(c(c2)OC)OC,-2.093
CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-4.63
CCCCC(=O)OCN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1,-4.68
ClCCN(c1cc(ccc1C)C(=O)N1CCCCC1)CCCl,-5.38
CC1CCCCN1CCCOC(=O)c1ccc(cc1)C(C)C,-4.871
[O-][N+](=O)CC(=O)OCC,-1.412
COc1ccc(cc1)C1SCCCS1,-4.176
CC(=O)OCC1=C(C(=O)O)N2[C@H](SC1)[C@@H](C2=O)NC(=O)Cc1cccs1,-3.4
O=C(c1cccnc1)Nc1ccccn1,-2.977
OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,-4.15
[O-][N+](=O)c1ccc(cc1)[N+](=O)[O-],-3.39
[O-][N+](=O)c1nccn1CC(COCC)O,-1.195
